data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,label
39 ,22 ,13 ,91 ,60 ,58 ,42 ,8 ,40 ,44 ,0
32 ,31 ,5 ,73 ,56 ,22 ,22 ,0 ,70 ,9 ,0
14 ,12 ,8 ,59 ,88 ,35 ,31 ,71 ,98 ,94 ,0
44 ,1 ,7 ,20 ,65 ,64 ,15 ,17 ,10 ,35 ,0
17 ,23 ,18 ,68 ,95 ,36 ,33 ,6 ,42 ,7 ,0
42 ,17 ,17 ,75 ,71 ,8 ,36 ,88 ,40 ,75 ,0
43 ,4 ,26 ,17 ,86 ,41 ,15 ,28 ,5 ,23 ,0
46 ,27 ,1 ,32 ,79 ,37 ,36 ,22 ,80 ,49 ,0
34 ,49 ,17 ,10 ,95 ,43 ,9 ,69 ,66 ,7 ,0
49 ,16 ,39 ,68 ,58 ,87 ,14 ,33 ,91 ,60 ,0
1 ,42 ,35 ,4 ,59 ,18 ,19 ,77 ,62 ,3 ,0
40 ,11 ,6 ,14 ,52 ,97 ,45 ,52 ,82 ,23 ,0
4 ,24 ,31 ,52 ,76 ,97 ,44 ,98 ,74 ,50 ,0
13 ,33 ,32 ,32 ,58 ,28 ,5 ,46 ,79 ,99 ,0
42 ,19 ,41 ,34 ,88 ,1 ,2 ,89 ,52 ,15 ,0
47 ,39 ,29 ,21 ,76 ,53 ,47 ,92 ,26 ,72 ,0
16 ,42 ,9 ,52 ,90 ,70 ,44 ,69 ,44 ,55 ,0
49 ,17 ,31 ,52 ,78 ,67 ,40 ,52 ,82 ,14 ,0
27 ,37 ,36 ,46 ,66 ,67 ,46 ,89 ,10 ,90 ,0
12 ,48 ,29 ,80 ,88 ,11 ,0 ,14 ,83 ,71 ,0
15 ,17 ,36 ,13 ,76 ,69 ,48 ,31 ,17 ,88 ,0
5 ,46 ,47 ,55 ,79 ,2 ,40 ,2 ,50 ,28 ,0
18 ,38 ,24 ,62 ,58 ,96 ,42 ,15 ,94 ,28 ,0
26 ,19 ,39 ,31 ,81 ,41 ,38 ,50 ,26 ,95 ,0
19 ,12 ,40 ,85 ,64 ,66 ,8 ,4 ,3 ,38 ,0
2 ,28 ,28 ,59 ,73 ,6 ,46 ,59 ,11 ,93 ,0
21 ,15 ,21 ,45 ,85 ,45 ,9 ,56 ,27 ,97 ,0
13 ,49 ,35 ,18 ,91 ,76 ,27 ,64 ,71 ,47 ,0
24 ,1 ,12 ,37 ,70 ,43 ,0 ,97 ,86 ,47 ,0
16 ,13 ,10 ,68 ,87 ,15 ,43 ,74 ,98 ,8 ,0
9 ,10 ,23 ,41 ,64 ,97 ,43 ,0 ,34 ,0 ,0
27 ,35 ,33 ,68 ,72 ,52 ,26 ,22 ,83 ,36 ,0
30 ,49 ,27 ,80 ,72 ,2 ,42 ,89 ,27 ,59 ,0
46 ,15 ,17 ,72 ,54 ,66 ,40 ,11 ,50 ,60 ,0
17 ,1 ,34 ,10 ,73 ,64 ,38 ,76 ,75 ,34 ,0
33 ,15 ,34 ,15 ,86 ,74 ,13 ,61 ,31 ,66 ,0
37 ,32 ,8 ,20 ,61 ,83 ,23 ,28 ,30 ,30 ,0
38 ,7 ,4 ,22 ,86 ,8 ,41 ,24 ,30 ,87 ,0
48 ,48 ,10 ,80 ,74 ,29 ,45 ,34 ,11 ,84 ,0
22 ,21 ,44 ,73 ,79 ,80 ,12 ,12 ,66 ,68 ,0
27 ,35 ,0 ,89 ,57 ,27 ,19 ,31 ,72 ,39 ,0
44 ,13 ,37 ,64 ,56 ,85 ,4 ,31 ,59 ,4 ,0
41 ,19 ,16 ,52 ,64 ,49 ,29 ,54 ,82 ,54 ,0
32 ,44 ,11 ,52 ,65 ,92 ,38 ,72 ,82 ,14 ,0
25 ,5 ,49 ,63 ,87 ,9 ,29 ,17 ,80 ,10 ,0
5 ,48 ,24 ,53 ,84 ,99 ,29 ,19 ,91 ,80 ,0
38 ,40 ,19 ,41 ,86 ,11 ,37 ,8 ,20 ,46 ,0
28 ,34 ,4 ,67 ,79 ,25 ,21 ,69 ,31 ,32 ,0
18 ,17 ,29 ,23 ,80 ,10 ,6 ,32 ,99 ,46 ,0
42 ,4 ,16 ,32 ,51 ,88 ,42 ,20 ,56 ,84 ,0
32 ,14 ,16 ,79 ,89 ,20 ,35 ,72 ,52 ,100 ,0
23 ,8 ,21 ,36 ,82 ,3 ,39 ,47 ,60 ,26 ,0
3 ,21 ,37 ,96 ,58 ,1 ,45 ,79 ,44 ,100 ,0
19 ,45 ,42 ,84 ,71 ,27 ,36 ,99 ,36 ,62 ,0
30 ,16 ,42 ,84 ,85 ,95 ,37 ,5 ,13 ,22 ,0
27 ,25 ,8 ,10 ,92 ,44 ,10 ,18 ,41 ,92 ,0
28 ,33 ,35 ,96 ,62 ,63 ,9 ,62 ,69 ,66 ,0
1 ,20 ,25 ,80 ,63 ,96 ,42 ,61 ,65 ,6 ,0
43 ,18 ,31 ,18 ,98 ,75 ,20 ,84 ,38 ,100 ,0
34 ,35 ,19 ,35 ,90 ,3 ,3 ,89 ,57 ,24 ,0
19 ,27 ,10 ,8 ,67 ,8 ,18 ,25 ,92 ,25 ,0
6 ,7 ,41 ,85 ,90 ,87 ,25 ,46 ,27 ,8 ,0
39 ,20 ,0 ,33 ,75 ,10 ,22 ,11 ,90 ,21 ,0
24 ,7 ,19 ,73 ,68 ,38 ,44 ,23 ,40 ,96 ,0
30 ,10 ,20 ,58 ,87 ,48 ,6 ,53 ,27 ,49 ,0
32 ,20 ,48 ,15 ,86 ,20 ,49 ,93 ,79 ,1 ,0
43 ,44 ,33 ,31 ,52 ,23 ,30 ,60 ,72 ,6 ,0
8 ,44 ,23 ,70 ,89 ,12 ,15 ,45 ,97 ,16 ,0
19 ,36 ,26 ,15 ,86 ,23 ,10 ,48 ,100 ,64 ,0
16 ,38 ,34 ,40 ,77 ,26 ,54 ,44 ,16 ,99 ,1
30 ,7 ,48 ,88 ,70 ,2 ,55 ,80 ,41 ,17 ,1
39 ,7 ,17 ,71 ,86 ,39 ,84 ,29 ,43 ,24 ,1
6 ,10 ,46 ,88 ,96 ,7 ,57 ,68 ,1 ,75 ,1
37 ,0 ,31 ,5 ,78 ,79 ,83 ,27 ,61 ,3 ,1
41 ,35 ,18 ,95 ,77 ,9 ,81 ,72 ,0 ,83 ,1
41 ,20 ,37 ,30 ,83 ,65 ,63 ,88 ,33 ,49 ,1
23 ,46 ,20 ,34 ,93 ,82 ,96 ,96 ,38 ,2 ,1
9 ,5 ,22 ,86 ,92 ,61 ,74 ,6 ,68 ,47 ,1
1 ,19 ,14 ,95 ,68 ,50 ,99 ,82 ,70 ,4 ,1
11 ,17 ,10 ,25 ,65 ,82 ,55 ,85 ,90 ,68 ,1
26 ,43 ,10 ,46 ,67 ,7 ,82 ,84 ,0 ,5 ,1
17 ,41 ,12 ,19 ,78 ,63 ,92 ,3 ,11 ,73 ,1
16 ,21 ,5 ,98 ,57 ,47 ,96 ,19 ,23 ,64 ,1
43 ,18 ,20 ,9 ,78 ,95 ,52 ,5 ,80 ,65 ,1
2 ,29 ,23 ,23 ,93 ,66 ,88 ,36 ,83 ,71 ,1
18 ,41 ,7 ,74 ,75 ,22 ,60 ,90 ,84 ,32 ,1
33 ,31 ,7 ,80 ,52 ,23 ,73 ,22 ,7 ,47 ,1
41 ,42 ,5 ,4 ,79 ,15 ,100 ,6 ,20 ,10 ,1
5 ,6 ,15 ,78 ,88 ,8 ,69 ,21 ,70 ,41 ,1
1 ,12 ,44 ,9 ,64 ,77 ,91 ,66 ,53 ,45 ,1
45 ,9 ,36 ,0 ,100 ,24 ,61 ,48 ,58 ,58 ,1
12 ,20 ,44 ,59 ,88 ,91 ,99 ,2 ,11 ,30 ,1
12 ,4 ,4 ,20 ,87 ,38 ,51 ,85 ,40 ,72 ,1
5 ,5 ,27 ,99 ,67 ,79 ,71 ,72 ,62 ,73 ,1
38 ,3 ,21 ,23 ,74 ,94 ,66 ,71 ,6 ,95 ,1
24 ,2 ,13 ,94 ,66 ,26 ,62 ,19 ,20 ,37 ,1
38 ,34 ,0 ,85 ,65 ,23 ,69 ,74 ,28 ,99 ,1
6 ,36 ,46 ,50 ,55 ,13 ,74 ,3 ,63 ,12 ,1
11 ,31 ,17 ,65 ,72 ,62 ,81 ,62 ,75 ,48 ,1
14 ,42 ,35 ,15 ,65 ,87 ,81 ,66 ,86 ,43 ,1
21 ,2 ,40 ,35 ,98 ,50 ,73 ,26 ,0 ,74 ,1
35 ,21 ,10 ,92 ,53 ,15 ,52 ,22 ,12 ,92 ,1
2 ,5 ,7 ,19 ,79 ,16 ,80 ,75 ,52 ,36 ,1
45 ,39 ,14 ,2 ,65 ,99 ,84 ,84 ,46 ,75 ,1
31 ,13 ,0 ,10 ,93 ,61 ,53 ,31 ,11 ,25 ,1
48 ,25 ,16 ,98 ,83 ,59 ,82 ,48 ,85 ,85 ,1
17 ,7 ,43 ,44 ,90 ,50 ,90 ,31 ,23 ,61 ,1
33 ,49 ,17 ,62 ,95 ,59 ,87 ,17 ,64 ,89 ,1
11 ,32 ,35 ,71 ,51 ,73 ,53 ,5 ,61 ,2 ,1
47 ,38 ,27 ,36 ,83 ,66 ,55 ,72 ,28 ,79 ,1
23 ,31 ,20 ,36 ,63 ,28 ,59 ,10 ,77 ,11 ,1
45 ,28 ,45 ,14 ,58 ,8 ,94 ,2 ,10 ,22 ,1
5 ,16 ,39 ,32 ,57 ,8 ,77 ,83 ,0 ,89 ,1
8 ,41 ,15 ,9 ,95 ,56 ,67 ,64 ,78 ,40 ,1
1 ,12 ,30 ,43 ,52 ,98 ,55 ,19 ,29 ,11 ,1
39 ,27 ,33 ,55 ,70 ,80 ,95 ,22 ,26 ,55 ,1
13 ,44 ,31 ,26 ,64 ,59 ,84 ,79 ,90 ,66 ,1
23 ,17 ,22 ,24 ,90 ,16 ,87 ,46 ,72 ,58 ,1
42 ,13 ,15 ,42 ,53 ,14 ,68 ,56 ,58 ,17 ,1
24 ,4 ,43 ,19 ,92 ,78 ,66 ,89 ,15 ,0 ,1
33 ,39 ,26 ,75 ,92 ,66 ,85 ,80 ,99 ,74 ,1
26 ,43 ,13 ,28 ,71 ,56 ,73 ,0 ,45 ,66 ,1
22 ,4 ,44 ,13 ,78 ,46 ,63 ,50 ,33 ,10 ,1
41 ,35 ,24 ,33 ,67 ,97 ,77 ,1 ,76 ,53 ,1
37 ,48 ,11 ,71 ,83 ,40 ,78 ,50 ,26 ,47 ,1
5 ,37 ,44 ,65 ,97 ,92 ,67 ,94 ,42 ,34 ,1
14 ,0 ,21 ,11 ,88 ,71 ,81 ,23 ,62 ,41 ,1
12 ,21 ,29 ,43 ,55 ,11 ,71 ,56 ,44 ,49 ,1
45 ,33 ,43 ,66 ,85 ,12 ,82 ,94 ,3 ,0 ,1
24 ,11 ,26 ,62 ,62 ,26 ,71 ,92 ,33 ,8 ,1
38 ,39 ,30 ,51 ,76 ,66 ,51 ,87 ,25 ,33 ,1
38 ,48 ,43 ,27 ,66 ,15 ,94 ,86 ,58 ,71 ,1
22 ,16 ,11 ,73 ,81 ,18 ,67 ,77 ,2 ,40 ,1
34 ,26 ,4 ,77 ,71 ,87 ,64 ,100 ,29 ,4 ,1
40 ,5 ,31 ,30 ,90 ,79 ,89 ,45 ,81 ,97 ,1
42 ,10 ,1 ,14 ,57 ,31 ,96 ,45 ,93 ,74 ,1
48 ,12 ,14 ,10 ,78 ,51 ,58 ,12 ,49 ,75 ,1
2 ,48 ,43 ,33 ,93 ,40 ,79 ,40 ,12 ,65 ,1
19 ,4 ,8 ,66 ,71 ,14 ,87 ,70 ,52 ,52 ,1
18 ,12 ,2 ,53 ,85 ,13 ,59 ,92 ,11 ,63 ,1
9 ,22 ,0 ,12 ,67 ,10 ,86 ,37 ,11 ,8 ,1
9 ,22 ,19 ,74 ,69 ,96 ,52 ,50 ,57 ,44 ,1
7 ,34 ,16 ,74 ,55 ,40 ,93 ,75 ,37 ,70 ,1
10 ,28 ,8 ,89 ,72 ,10 ,99 ,32 ,62 ,81 ,1
47 ,44 ,2 ,12 ,83 ,99 ,52 ,3 ,98 ,81 ,1
10 ,9 ,30 ,67 ,57 ,18 ,64 ,10 ,44 ,25 ,1
13 ,23 ,26 ,79 ,70 ,64 ,92 ,13 ,70 ,99 ,1
46 ,44 ,6 ,10 ,64 ,16 ,63 ,78 ,85 ,32 ,1
24 ,19 ,18 ,30 ,56 ,95 ,71 ,43 ,40 ,58 ,1
43 ,3 ,8 ,53 ,52 ,95 ,83 ,95 ,24 ,96 ,1
41 ,42 ,30 ,92 ,66 ,81 ,65 ,18 ,57 ,44 ,1
6 ,22 ,14 ,55 ,94 ,26 ,53 ,79 ,31 ,40 ,1
25 ,17 ,34 ,88 ,68 ,24 ,76 ,18 ,34 ,82 ,1
23 ,48 ,14 ,82 ,82 ,99 ,59 ,56 ,83 ,52 ,1
30 ,24 ,33 ,55 ,87 ,21 ,89 ,65 ,92 ,3 ,1
0 ,34 ,12 ,87 ,99 ,10 ,90 ,39 ,1 ,56 ,1
6 ,7 ,13 ,61 ,58 ,21 ,88 ,46 ,73 ,34 ,1
17 ,48 ,7 ,1 ,85 ,57 ,100 ,26 ,95 ,6 ,1
27 ,45 ,33 ,85 ,86 ,36 ,77 ,77 ,52 ,2 ,1
14 ,31 ,36 ,20 ,92 ,35 ,64 ,91 ,45 ,79 ,1
41 ,36 ,16 ,0 ,100 ,31 ,66 ,86 ,52 ,73 ,1
5 ,37 ,8 ,57 ,92 ,98 ,69 ,9 ,57 ,27 ,1
40 ,6 ,37 ,71 ,86 ,29 ,54 ,19 ,24 ,81 ,1
3 ,13 ,11 ,52 ,73 ,11 ,90 ,18 ,91 ,73 ,1
47 ,25 ,43 ,39 ,62 ,23 ,98 ,87 ,53 ,56 ,1
33 ,16 ,5 ,80 ,59 ,12 ,66 ,14 ,59 ,90 ,1
14 ,10 ,27 ,40 ,92 ,37 ,73 ,26 ,55 ,75 ,1
30 ,14 ,37 ,16 ,53 ,93 ,98 ,76 ,77 ,2 ,1
43 ,33 ,12 ,8 ,63 ,13 ,94 ,89 ,77 ,52 ,1
36 ,24 ,30 ,18 ,78 ,58 ,91 ,15 ,15 ,31 ,1
7 ,13 ,24 ,13 ,54 ,17 ,87 ,59 ,18 ,9 ,1
19 ,24 ,20 ,78 ,64 ,58 ,53 ,55 ,57 ,28 ,1
22 ,19 ,3 ,72 ,100 ,4 ,70 ,15 ,5 ,99 ,1
19 ,36 ,21 ,45 ,69 ,76 ,70 ,54 ,46 ,2 ,1
21 ,39 ,18 ,19 ,84 ,36 ,94 ,0 ,84 ,68 ,1
40 ,13 ,18 ,1 ,58 ,12 ,58 ,74 ,69 ,8 ,1
10 ,11 ,38 ,53 ,79 ,72 ,54 ,71 ,90 ,39 ,1
17 ,49 ,1 ,17 ,65 ,50 ,76 ,23 ,87 ,79 ,1
29 ,32 ,4 ,34 ,59 ,69 ,84 ,93 ,59 ,30 ,1
42 ,9 ,48 ,34 ,90 ,20 ,76 ,65 ,44 ,70 ,1
28 ,16 ,49 ,77 ,100 ,80 ,52 ,51 ,3 ,76 ,1
21 ,29 ,23 ,9 ,91 ,41 ,92 ,31 ,36 ,33 ,1
41 ,7 ,16 ,37 ,89 ,41 ,63 ,86 ,34 ,63 ,1
7 ,9 ,8 ,51 ,87 ,78 ,98 ,82 ,38 ,16 ,1
10 ,39 ,2 ,98 ,84 ,76 ,74 ,37 ,32 ,45 ,1
7 ,38 ,11 ,94 ,56 ,68 ,78 ,78 ,23 ,28 ,1
0 ,45 ,27 ,27 ,88 ,6 ,62 ,10 ,93 ,38 ,1
30 ,11 ,42 ,73 ,58 ,29 ,53 ,32 ,93 ,82 ,1
21 ,31 ,34 ,90 ,78 ,22 ,87 ,71 ,87 ,54 ,1
38 ,21 ,49 ,48 ,68 ,86 ,88 ,20 ,57 ,77 ,1
13 ,44 ,41 ,75 ,78 ,74 ,99 ,32 ,70 ,27 ,1
24 ,6 ,34 ,36 ,81 ,70 ,57 ,34 ,18 ,92 ,1
24 ,47 ,49 ,83 ,74 ,63 ,54 ,48 ,58 ,20 ,1
33 ,9 ,43 ,75 ,93 ,37 ,82 ,32 ,14 ,72 ,1
25 ,48 ,38 ,90 ,62 ,92 ,87 ,78 ,73 ,93 ,1
30 ,34 ,2 ,87 ,58 ,39 ,74 ,60 ,75 ,75 ,1
31 ,10 ,33 ,46 ,61 ,15 ,95 ,36 ,79 ,0 ,1
5 ,12 ,17 ,51 ,96 ,50 ,87 ,65 ,10 ,64 ,1
26 ,32 ,22 ,75 ,75 ,31 ,58 ,68 ,36 ,17 ,1
8 ,43 ,28 ,65 ,56 ,84 ,64 ,7 ,95 ,70 ,1
4 ,28 ,48 ,12 ,100 ,18 ,73 ,39 ,83 ,5 ,1
20 ,46 ,11 ,23 ,60 ,6 ,96 ,60 ,9 ,23 ,1
15 ,39 ,16 ,1 ,99 ,62 ,91 ,75 ,16 ,66 ,1
0 ,48 ,21 ,45 ,65 ,36 ,70 ,26 ,57 ,25 ,1
18 ,39 ,45 ,8 ,69 ,80 ,66 ,18 ,82 ,73 ,1
8 ,0 ,19 ,52 ,82 ,64 ,53 ,38 ,33 ,85 ,1
29 ,13 ,20 ,94 ,88 ,67 ,55 ,17 ,71 ,65 ,1
2 ,4 ,10 ,93 ,97 ,16 ,92 ,10 ,42 ,22 ,1
36 ,9 ,11 ,98 ,62 ,54 ,55 ,47 ,76 ,16 ,1
25 ,13 ,18 ,69 ,88 ,3 ,98 ,51 ,79 ,83 ,1
2 ,1 ,24 ,80 ,71 ,93 ,60 ,65 ,42 ,59 ,1
29 ,0 ,44 ,14 ,68 ,21 ,94 ,77 ,27 ,20 ,1
8 ,2 ,33 ,1 ,81 ,89 ,53 ,12 ,28 ,2 ,1
12 ,36 ,41 ,75 ,60 ,0 ,53 ,74 ,53 ,62 ,1
12 ,23 ,14 ,2 ,84 ,53 ,82 ,51 ,20 ,70 ,1
22 ,24 ,30 ,67 ,97 ,82 ,67 ,89 ,6 ,45 ,1
39 ,34 ,48 ,82 ,66 ,94 ,92 ,92 ,90 ,89 ,1
38 ,2 ,27 ,96 ,82 ,83 ,86 ,7 ,42 ,71 ,1
23 ,42 ,34 ,71 ,76 ,8 ,79 ,0 ,47 ,71 ,1
47 ,0 ,24 ,1 ,75 ,30 ,60 ,99 ,47 ,3 ,1
9 ,17 ,31 ,43 ,95 ,37 ,87 ,61 ,12 ,35 ,1
13 ,8 ,3 ,76 ,86 ,81 ,65 ,94 ,30 ,82 ,1
32 ,17 ,3 ,91 ,64 ,9 ,73 ,99 ,60 ,16 ,1
41 ,2 ,28 ,100 ,100 ,31 ,73 ,29 ,4 ,10 ,1
48 ,43 ,9 ,96 ,55 ,7 ,73 ,70 ,92 ,27 ,1
42 ,47 ,45 ,14 ,97 ,9 ,61 ,43 ,100 ,33 ,1
44 ,9 ,13 ,91 ,52 ,31 ,60 ,52 ,43 ,32 ,1
35 ,49 ,34 ,80 ,66 ,78 ,86 ,33 ,67 ,61 ,1
39 ,32 ,3 ,44 ,69 ,0 ,51 ,52 ,46 ,61 ,1
48 ,3 ,23 ,37 ,91 ,76 ,76 ,22 ,17 ,31 ,1
11 ,7 ,0 ,85 ,100 ,31 ,60 ,54 ,37 ,84 ,1
36 ,2 ,14 ,2 ,74 ,88 ,67 ,74 ,27 ,96 ,1
40 ,15 ,15 ,96 ,99 ,44 ,56 ,48 ,63 ,91 ,1
14 ,20 ,15 ,90 ,84 ,86 ,56 ,2 ,92 ,33 ,1
40 ,2 ,2 ,61 ,78 ,71 ,77 ,81 ,84 ,75 ,1
18 ,18 ,11 ,40 ,73 ,4 ,62 ,87 ,18 ,61 ,1
15 ,11 ,45 ,32 ,78 ,39 ,86 ,26 ,39 ,87 ,1
9 ,8 ,38 ,45 ,95 ,52 ,76 ,8 ,39 ,74 ,1
6 ,1 ,29 ,14 ,94 ,92 ,91 ,70 ,12 ,86 ,1
9 ,15 ,17 ,93 ,83 ,55 ,81 ,76 ,38 ,98 ,1
0 ,20 ,30 ,44 ,85 ,39 ,87 ,70 ,27 ,54 ,1
1 ,43 ,46 ,30 ,83 ,5 ,95 ,54 ,46 ,71 ,1
16 ,33 ,10 ,43 ,64 ,26 ,78 ,29 ,71 ,5 ,1
29 ,39 ,27 ,11 ,69 ,0 ,76 ,42 ,15 ,1 ,1
36 ,1 ,2 ,93 ,53 ,27 ,84 ,9 ,77 ,2 ,1
37 ,42 ,3 ,44 ,81 ,8 ,72 ,27 ,41 ,80 ,1
49 ,8 ,30 ,66 ,87 ,70 ,65 ,69 ,65 ,63 ,1
15 ,41 ,30 ,54 ,82 ,36 ,57 ,98 ,71 ,27 ,1
15 ,36 ,22 ,54 ,97 ,70 ,96 ,89 ,68 ,24 ,1
26 ,10 ,16 ,19 ,100 ,78 ,87 ,19 ,84 ,16 ,1
36 ,42 ,38 ,98 ,99 ,5 ,54 ,59 ,12 ,30 ,1
40 ,22 ,45 ,63 ,72 ,93 ,60 ,92 ,60 ,100 ,1
8 ,25 ,4 ,15 ,75 ,24 ,66 ,18 ,75 ,18 ,1
11 ,4 ,17 ,18 ,56 ,5 ,77 ,34 ,73 ,74 ,1
17 ,2 ,3 ,95 ,56 ,27 ,96 ,95 ,6 ,60 ,1
1 ,15 ,7 ,86 ,57 ,77 ,62 ,83 ,13 ,89 ,1
0 ,24 ,43 ,32 ,83 ,24 ,76 ,49 ,89 ,49 ,1
31 ,19 ,31 ,29 ,60 ,82 ,57 ,4 ,4 ,12 ,1
31 ,33 ,44 ,81 ,59 ,97 ,83 ,38 ,70 ,25 ,1
38 ,12 ,8 ,29 ,100 ,17 ,95 ,31 ,79 ,34 ,1
8 ,18 ,26 ,67 ,60 ,100 ,73 ,54 ,60 ,12 ,1
17 ,45 ,30 ,63 ,56 ,82 ,98 ,93 ,36 ,59 ,1
13 ,24 ,24 ,89 ,74 ,87 ,55 ,14 ,50 ,57 ,1
15 ,22 ,23 ,93 ,97 ,64 ,80 ,100 ,16 ,76 ,1
24 ,48 ,49 ,20 ,60 ,3 ,69 ,20 ,31 ,12 ,1
41 ,37 ,44 ,52 ,87 ,45 ,96 ,85 ,64 ,29 ,1
31 ,30 ,16 ,39 ,88 ,88 ,72 ,77 ,98 ,89 ,1
0 ,19 ,13 ,97 ,93 ,66 ,60 ,7 ,78 ,54 ,1
31 ,2 ,40 ,83 ,92 ,44 ,67 ,24 ,57 ,4 ,1
45 ,38 ,81 ,84 ,27 ,10 ,79 ,48 ,24 ,89 ,0
30 ,14 ,68 ,84 ,67 ,35 ,97 ,25 ,72 ,82 ,0
30 ,26 ,85 ,84 ,0 ,23 ,83 ,20 ,7 ,57 ,0
7 ,19 ,99 ,75 ,3 ,48 ,61 ,5 ,32 ,86 ,0
16 ,48 ,77 ,70 ,30 ,35 ,32 ,14 ,12 ,21 ,0
41 ,17 ,100 ,38 ,66 ,44 ,28 ,4 ,88 ,57 ,0
32 ,22 ,71 ,15 ,43 ,28 ,37 ,34 ,19 ,14 ,0
31 ,9 ,51 ,8 ,99 ,15 ,42 ,26 ,7 ,92 ,0
2 ,48 ,63 ,23 ,12 ,14 ,37 ,48 ,91 ,96 ,0
3 ,43 ,65 ,24 ,78 ,12 ,77 ,49 ,31 ,12 ,0
16 ,29 ,97 ,61 ,7 ,36 ,98 ,45 ,97 ,50 ,0
7 ,23 ,76 ,4 ,95 ,12 ,6 ,9 ,19 ,23 ,0
38 ,10 ,85 ,30 ,74 ,31 ,5 ,22 ,71 ,65 ,0
19 ,3 ,61 ,68 ,92 ,10 ,39 ,1 ,90 ,94 ,0
14 ,28 ,99 ,36 ,15 ,5 ,22 ,34 ,87 ,81 ,0
26 ,24 ,64 ,28 ,15 ,35 ,37 ,15 ,13 ,96 ,0
3 ,2 ,72 ,2 ,50 ,1 ,8 ,28 ,68 ,61 ,0
12 ,38 ,82 ,63 ,19 ,10 ,66 ,14 ,43 ,67 ,0
12 ,30 ,88 ,95 ,49 ,18 ,7 ,27 ,43 ,20 ,0
38 ,26 ,84 ,8 ,80 ,31 ,60 ,47 ,99 ,89 ,0
31 ,15 ,63 ,42 ,30 ,27 ,40 ,2 ,18 ,14 ,0
48 ,28 ,97 ,24 ,73 ,8 ,99 ,6 ,49 ,38 ,0
33 ,35 ,96 ,73 ,35 ,39 ,28 ,36 ,99 ,9 ,0
4 ,46 ,71 ,33 ,16 ,2 ,34 ,2 ,24 ,12 ,0
26 ,32 ,96 ,20 ,72 ,25 ,33 ,17 ,50 ,54 ,0
30 ,1 ,55 ,27 ,58 ,49 ,93 ,1 ,20 ,95 ,0
6 ,39 ,68 ,87 ,14 ,11 ,71 ,1 ,0 ,36 ,0
33 ,42 ,60 ,10 ,41 ,22 ,2 ,28 ,36 ,68 ,0
48 ,12 ,81 ,41 ,88 ,16 ,38 ,9 ,37 ,15 ,0
45 ,11 ,77 ,84 ,52 ,12 ,32 ,47 ,48 ,40 ,0
32 ,46 ,77 ,88 ,95 ,24 ,21 ,20 ,75 ,60 ,0
6 ,10 ,97 ,16 ,93 ,13 ,40 ,33 ,74 ,69 ,0
9 ,23 ,74 ,85 ,99 ,18 ,92 ,49 ,71 ,26 ,0
14 ,46 ,66 ,82 ,97 ,44 ,79 ,15 ,76 ,15 ,0
46 ,25 ,78 ,37 ,19 ,25 ,19 ,2 ,28 ,79 ,0
22 ,5 ,98 ,38 ,97 ,5 ,78 ,7 ,92 ,9 ,0
44 ,20 ,52 ,88 ,17 ,33 ,31 ,0 ,46 ,69 ,0
23 ,34 ,62 ,52 ,24 ,18 ,49 ,5 ,44 ,61 ,0
13 ,49 ,76 ,34 ,85 ,5 ,62 ,36 ,12 ,68 ,0
38 ,11 ,82 ,77 ,9 ,21 ,75 ,44 ,59 ,54 ,0
21 ,45 ,54 ,22 ,4 ,9 ,66 ,21 ,61 ,65 ,0
41 ,0 ,87 ,98 ,14 ,1 ,25 ,7 ,37 ,48 ,0
20 ,20 ,95 ,60 ,81 ,35 ,49 ,19 ,57 ,35 ,0
37 ,42 ,92 ,39 ,24 ,8 ,6 ,21 ,4 ,14 ,0
33 ,34 ,72 ,55 ,32 ,21 ,75 ,27 ,81 ,51 ,0
30 ,46 ,58 ,94 ,56 ,28 ,19 ,9 ,11 ,100 ,0
4 ,46 ,93 ,55 ,31 ,2 ,94 ,36 ,6 ,97 ,0
42 ,48 ,54 ,87 ,68 ,2 ,37 ,29 ,74 ,76 ,0
8 ,15 ,93 ,77 ,66 ,12 ,83 ,39 ,54 ,74 ,0
29 ,13 ,60 ,85 ,45 ,48 ,63 ,25 ,45 ,71 ,0
29 ,15 ,69 ,52 ,80 ,12 ,89 ,31 ,11 ,48 ,0
27 ,32 ,80 ,33 ,90 ,18 ,82 ,44 ,72 ,21 ,0
0 ,11 ,53 ,98 ,78 ,43 ,39 ,34 ,69 ,62 ,0
44 ,11 ,87 ,17 ,44 ,13 ,28 ,16 ,69 ,37 ,0
11 ,48 ,88 ,1 ,58 ,37 ,82 ,24 ,65 ,25 ,0
34 ,28 ,98 ,55 ,92 ,6 ,74 ,33 ,78 ,23 ,0
36 ,0 ,92 ,4 ,50 ,14 ,24 ,47 ,7 ,3 ,0
26 ,26 ,71 ,54 ,74 ,13 ,47 ,28 ,19 ,99 ,0
30 ,3 ,98 ,22 ,74 ,7 ,46 ,30 ,19 ,26 ,0
42 ,35 ,94 ,62 ,68 ,6 ,89 ,3 ,26 ,15 ,0
31 ,10 ,75 ,36 ,59 ,12 ,26 ,1 ,80 ,71 ,0
37 ,22 ,94 ,19 ,47 ,18 ,48 ,32 ,35 ,39 ,0
35 ,30 ,67 ,16 ,35 ,28 ,92 ,1 ,98 ,62 ,0
