产品ID,型号,品牌,颜色数,上市时间,市场定位,芯片平台,芯片主频,AP,频段数量,零售价格,外观类型,厚度,产品重量,屏幕数量,屏幕尺寸,分辩率,触摸屏,键盘类型,RAM,ROM,Flash内存,摄像头,定位,FM广播,电视,Modem,红外,蓝牙,WLAN,电池容量,重力感应器,方向感应器,文字输入方法数,智能系统
670,SCH-B299,三星,1,2010,0,0,96,0,1,658,1,16.9,79,1,1.5,20480,0,1,4,8,4,0,0,0,0,0,0,0,0,700,0,0,1,0
671,SCH-S569,三星,1,2010,1,0,192,0,1,1080,2,14.2,95,1,2,38720,1,1,64,128,0,30,0,1,0,0,0,0,0,1000,0,0,3,0
672,SCH-F859,三星,1,2010,3,0,192,0,1,4280,0,11,135,1,4,153600,2,0,256,512,100,300,1,1,0,1,0,1,1,1300,1,1,2,1
673,E309,天宇朗通,1,2010,0,0,192,0,1,553,0,10.3,131,1,3.5,153600,2,0,256,512,90,300,0,0,0,1,0,1,1,1450,1,0,2,1
674,E319,天宇朗通,1,2010,2,0,192,0,1,580,0,10.5,140,1,4,384000,2,0,512,512,120,300,1,0,0,1,0,1,1,1630,1,1,2,1
675,ZTE-C R710,中兴,1,2010,1,0,192,0,3,1980,0,13.7,69,1,1.77,20480,0,1,8,16,128,30,0,1,0,1,0,0,0,1000,0,0,1,0
676,ZTE-C S160,中兴,2,2010,0,0,96,0,1,200,0,14,90,1,2.4,76800,0,1,64,128,30,130,1,1,0,1,0,1,0,900,0,0,1,0
677,ZTE CG870,中兴,1,2009,0,0,96,0,3,980,0,17.2,102,1,2.8,76800,1,1,256,512,100,30,1,0,0,1,0,0,0,900,0,0,3,1
678,ZTE CG990,中兴,1,2010,1,0,96,0,3,1298,0,11.8,120,1,1.77,20480,0,1,64,64,32,0,0,0,0,1,0,0,0,900,0,0,1,0
679,X3-01,诺基亚,1,2010,1,0,192,0,1,1599,0,12.5,100,1,2.4,76800,1,1,128,256,128,200,0,0,0,1,0,1,0,1000,0,0,3,0
680,HC-F3,和信,1,2010,0,0,96,0,1,798,1,17.5,86,1,1.77,20480,0,1,8,8,2,30,0,1,0,1,0,0,0,910,0,0,1,0
681,C2829,华为,1,2010,0,0,96,0,1,204,0,14,83,1,2.4,76800,1,0,128,64,3,30,0,0,0,0,0,0,0,950,0,0,2,0
682,C2828,华为,1,2010,0,0,96,0,1,194,0,14.5,120,1,2.4,76800,1,1,128,256,20,200,1,1,0,1,0,1,0,1100,0,0,3,0
683,C2827,华为,1,2010,0,0,96,0,1,212,0,14,130,1,2.4,76800,0,1,32,128,32,130,0,1,0,0,0,1,0,1000,0,0,1,0
684,T300,NAIDE,2,2009,0,1,56,1,1,468,0,14.8,85,1,1.9,38720,0,1,32,64,20,130,0,0,0,1,0,1,0,800,0,0,1,0
685,TY218,东森移动,1,2010,0,0,96,0,1,380,0,12,108,1,2.4,76800,0,1,64,128,30,30,0,0,0,1,0,0,0,1350,0,0,1,0
686,S636,森密,3,2010,0,0,96,0,1,718,0,14,70,1,1.44,20480,0,1,32,64,0,0,0,0,0,0,0,0,0,650,0,0,1,0
687,TY208,东森移动,1,2010,0,1,56,0,1,308,0,13.34,120,2,2.4,76800,0,1,8,16,0,30,0,1,0,1,0,0,0,1100,0,0,1,0
688,C3198,科铂,1,2010,0,0,96,0,1,638,0,13.9,73,1,1.77,38720,0,1,128,32,0.9,0,0,0,0,0,0,0,0,1000,0,0,1,0
689,CF900,TCL通讯设备,1,2010,0,1,56,0,1,318,0,19,135,1,3.2,96000,1,0,512,1024,47,200,1,1,0,1,0,1,0,1300,0,0,2,0
690,HEG-S900,和信,1,2010,2,0,96,0,3,1680,1,20.7,104,1,2.4,76800,0,2,128,256,0,320,0,1,0,1,0,1,0,1000,0,0,1,0
691,HC-Q5,和信,1,2010,0,0,96,0,1,508,0,14,90,1,2.4,76800,0,1,8,32,2,30,0,1,0,1,0,0,0,1000,0,0,1,0
692,H-V68E,海尔,1,2010,1,0,192,1,1,658,0,15.2,85,1,2.4,76800,0,1,64,128,35,30,1,0,0,1,0,0,0,900,0,0,1,0
693,A117,英华达,1,2010,0,1,56,0,1,398,0,15.9,72,1,1.5,20480,0,1,8,16,0.3,0,0,0,0,0,0,0,0,670,0,0,1,0
694,A119,英华达,1,2010,0,1,56,0,1,298,0,15,75,1,1.5,20480,0,1,16,32,32,0,0,0,0,0,0,0,0,1050,0,0,1,0
695,V8,金瀚,1,2010,1,0,192,1,1,3980,0,12,100,1,2,76800,0,1,4,16,64,30,0,1,0,1,0,1,0,1100,0,0,1,0
696,E737,百灵葳朗,3,2010,1,0,192,1,1,528,0,11.6,145,2,2.9,96000,2,1,128,256,256,500,0,0,0,1,0,1,0,960,0,0,1,0
697,E630,齐乐,1,2010,0,0,192,0,1,499,0,12.5,125,1,4,409920,2,0,512,512,120,500,1,1,0,1,0,1,1,1390,1,1,2,1
698,S66,宇龙,1,2010,0,0,128,0,1,688,0,14,157.9,1,2.8,76800,1,1,256,512,170,300,1,1,0,1,0,0,1,2500,1,0,3,1
699,FLY-C81,展翼,1,2010,0,0,96,0,1,900,0,13.6,175,1,4,384000,2,0,256,512,512,200,1,1,0,1,0,0,1,1520,1,1,2,1
700,S218,华立,3,2010,0,0,96,0,1,528,0,14.5,105,1,2.2,38720,0,1,4,16,0,30,0,1,0,0,0,1,0,1300,0,0,1,0
701,Q86,创维,2,2010,5,0,96,0,1,213,0,16.8,120,1,1.8,20480,0,1,4,8,16,30,0,0,0,0,0,0,0,1900,0,0,1,0
702,EJ518,杭州东信百丰,2,2010,0,1,56,0,1,478,0,13.2,77,1,2.4,76800,0,1,8,16,0,0,0,0,0,0,0,0,0,1000,0,0,1,0
703,HE-F4,和信,2,2010,1,0,192,0,1,545,0,9.9,136.5,1,4,518400,2,2,512,3000,5000,800,1,1,0,1,0,1,1,1880,0,1,3,1
704,CB-V68,深圳新中桥,1,2010,0,0,96,0,3,708,0,13,100,1,1.5,16384,0,1,4,8,8,0,0,0,0,0,0,0,0,1050,0,0,2,0
705,EG30,创维,2,2010,1,0,192,1,3,1680,1,16.9,82,1,1.5,20480,0,1,2,4,2,0,0,0,0,0,0,0,0,800,0,0,1,0
706,SE89,创维,2,2010,0,0,192,1,1,398,0,9.9,133,1,3.5,153600,2,0,256,512,185,30,0,0,0,1,0,0,0,1300,0,1,2,1
707,NT108,新语,3,2010,0,0,96,1,1,528,0,14.3,133.5,1,2.8,76800,2,0,64,128,32,200,1,1,0,1,1,1,0,1500,1,1,2,0
708,LT825,特灵通,3,2010,0,1,56,0,1,298,0,14.8,230,1,1.5,14400,0,1,2,4,0.1,0,0,0,0,0,0,0,0,1700,0,0,1,0
709,NT218,新语,3,2010,0,0,96,1,1,280,0,13.8,129,1,4,518400,2,0,512,2048,0,800,1,0,0,1,0,1,1,1230,1,1,2,1
710,1680,雷梦,1,2010,0,0,96,1,1,298,0,13.5,65,1,1.5,16384,0,1,4,8,0,0,0,0,0,0,0,0,0,100,0,0,1,0
711,CF300,深圳广信,3,2010,5,1,56,0,1,240,0,15.5,98,1,3,96000,1,0,128,64,32,30,0,1,0,1,0,1,0,1000,0,0,2,0
712,SCH-S239,三星,1,2010,1,0,192,0,1,635,0,12.4,90,1,2.2,76800,2,1,64,128,128,30,0,0,0,0,0,0,0,100,0,0,3,0
713,SCH-i909,三星,1,2010,4,0,192,1,4,4280,0,10.79,72,1,1.8,20480,0,1,4,4,0,0,0,1,0,1,0,0,0,800,0,0,1,0
714,E399,天宇朗通,1,2010,1,0,208,0,3,1100,0,13,108,1,2,38720,0,1,32,128,160,30,0,0,0,0,0,1,0,1000,0,0,1,0
715,E359,天宇朗通,2,2010,1,0,192,1,3,1980,0,14.6,130,1,4.3,384000,2,0,512,512,120,320,1,1,0,1,0,0,1,1400,1,1,2,1
716,SH803T,夏普,1,2010,4,0,192,1,4,2672,3,19,80,1,1.44,14400,0,1,32,64,1,0,0,0,0,0,0,0,0,1000,0,0,1,0
717,SH806T,夏普,1,2010,4,0,192,1,4,3355,3,19,65,1,1.44,20480,0,1,64,32,1,0,0,1,0,0,0,0,0,700,0,0,1,0
718,Bird E891,波导,1,2010,3,1,56,1,3,890,0,14.9,100,1,2.4,76800,1,1,64,128,10,30,0,0,0,1,0,0,0,800,0,0,3,0
719,JC101,吉邦,2,2010,3,0,96,0,3,669,0,14,183,2,3.2,96000,2,1,256,512,47,320,1,1,0,1,0,1,1,1500,1,1,3,1
720,520C,世纪星宇,3,2010,1,0,96,1,1,299,0,10.8,158,1,3.5,153600,2,0,256,512,150,200,1,1,0,1,0,1,1,1150,1,0,2,1
721,HE-F6,和信,1,2010,1,0,192,0,1,540,1,15.5,110,1,1.65,8192,0,1,128,32,1,0,0,1,0,0,0,0,0,1600,0,1,1,0
722,VC566,百灵葳朗,3,2010,1,1,125,1,1,550,1,18.5,86,1,1.8,20480,0,1,4,8,0.4,0,0,0,0,0,0,0,0,650,0,0,1,0
723,VC350,百灵葳朗,3,2010,0,0,96,1,1,199,1,16.5,80,1,1.5,20480,0,1,16,32,32,0,0,0,0,0,0,0,0,800,0,0,1,0
724,ZTE-C S191,中兴,2,2010,1,0,96,0,1,190,0,14,130,1,2.2,76800,1,1,8,16,3,130,0,1,0,0,0,0,0,1500,0,0,3,0
725,SENAP  S6,申纳科技,2,2010,1,0,96,0,1,425,0,12.7,120,1,3.2,96000,1,0,256,512,100,300,1,0,0,0,1,1,1,1450,1,1,2,1
726,ZTE-C S192,中兴,2,2010,1,0,96,0,1,192,0,14,110,1,3,76800,2,0,256,512,512,320,1,1,0,1,0,1,1,1170,1,1,3,1
727,ZTE-C R750,中兴,2,2010,3,0,600,1,3,1739,0,15,117,1,2.4,76800,0,1,128,256,30,0,0,1,0,1,0,1,0,1000,0,0,1,0
728,Bird C328,波导,2,2010,0,0,96,0,1,330,0,12,132,1,4.52,384000,2,0,1024,16384,16384,800,1,1,0,1,0,1,1,1800,1,1,2,1
729,D1,康佳,1,2010,1,0,192,0,1,658,0,20,98,1,2,38720,0,1,16,32,2.94,130,0,1,0,1,0,0,0,900,0,0,1,0
730,酷派E570,宇龙,4,2010,3,0,192,0,3,1880,2,17.5,142,1,2.2,38720,1,1,128,512,2,130,0,0,0,1,0,0,0,2000,0,0,3,0
731,U11,优思,3,2010,1,0,96,0,1,598,0,12.8,298,1,2,38720,0,1,64,128,0.5,130,1,0,0,1,0,0,0,3800,0,0,1,0
732,ZTE-C S193,中兴,1,2010,1,0,96,0,1,200,0,14,85,1,1.77,20480,0,1,4,8,2,30,0,0,0,0,0,0,0,1200,0,0,1,0
733,U109,优思,1,2010,4,0,192,1,3,999,0,14.2,70.4,1,1.8,20480,0,1,4,8,0.5,0,0,0,0,0,0,0,0,800,0,0,1,0
734,FDT C839,深圳锋达通,3,2010,4,0,96,1,3,1280,1,11.5,90,1,1.77,20480,0,1,8,32,0,30,0,1,0,0,0,1,0,1200,0,0,1,0
735,518,湖南大成,3,2010,2,0,96,1,1,388,0,14.8,113,1,3,96000,1,0,64,128,15,200,1,1,0,1,0,1,0,1150,0,0,2,0
736,COMNEED X5,康力,3,2010,1,1,125,1,1,698,1,15.3,105,1,2.1,76800,1,1,64,128,120,130,1,0,0,1,0,1,0,1000,0,0,3,0
737,酷派S116,宇龙,1,2010,0,0,192,0,1,551,0,15,112,1,1.8,20480,0,1,128,64,2.5,30,0,1,0,0,0,0,0,1500,0,0,1,0
738,TC202,深圳世纪天元,4,2010,3,0,96,0,1,858,0,14.5,110,1,2.2,76800,0,1,16,16,0,320,1,1,0,0,0,1,0,690,0,0,1,0
739,E3200,华录,2,2010,1,0,192,0,1,413,0,13,80,1,2,38720,1,1,32,64,128,30,0,1,0,0,0,1,0,850,0,0,3,0
740,C6200,华为,1,2010,3,0,192,0,1,679,0,10.9,82,1,2.4,76800,0,1,8,32,2,0,0,0,0,1,0,0,0,1000,0,0,1,0
741,C8500,华为,1,2010,1,0,528,1,1,838,0,13.8,150,1,2.2,38720,1,1,8,16,128,0,0,1,0,0,0,0,0,2000,0,0,3,0
742,e99,乐美佳,1,2010,3,0,192,0,3,1680,0,16.3,130,1,2.4,76800,0,1,128,256,177,300,1,0,0,1,0,1,0,1500,0,0,1,0
743,酷派N900S,宇龙,1,2010,3,0,192,1,3,3780,0,14,70,1,2.2,38720,0,1,8,16,3,130,0,0,0,0,0,0,0,800,0,0,1,0
744,X6,美菱,2,2010,2,0,96,1,1,458,0,13.9,184,1,4,518400,2,2,512,16384,16384,800,1,1,0,1,0,1,1,1500,1,1,3,1
745,S900c+,多普达,1,2010,3,0,528,0,1,2980,0,14.3,105,2,2,38720,0,1,64,128,46,130,1,0,0,1,0,1,0,1000,0,0,1,0
746,BlackBerry 9630,黑莓,1,2010,3,0,528,0,5,4766,0,14.2,137,1,2.8,76800,1,1,64,128,37,200,1,0,0,1,0,1,0,1270,0,0,3,0
747,S638,森密,1,2010,1,0,96,1,1,718,0,14,200,1,2.2,38720,0,1,128,32,0,30,0,1,0,1,0,0,0,850,0,0,1,0
748,F805,康佳,1,2010,1,0,192,0,1,372,0,10.7,149,1,4.5,921600,2,0,1024,16384,11000,1300,1,1,0,1,0,1,1,1735,1,1,2,1
749,ZTE-C N600,中兴,1,2010,2,0,600,1,1,738,0,14.5,145,1,3.6,384000,1,0,256,512,0,500,1,0,0,1,0,1,1,1500,1,1,2,1
750,DCT 588,湖南大成,2,2010,3,0,192,1,3,1122,0,13.7,85,1,2.4,76800,0,1,64,128,15,0,0,0,0,1,0,0,0,1000,0,0,1,0
751,CF550,深圳广信,3,2010,1,1,125,0,1,400,0,10.4,130,1,3.5,153600,2,0,256,512,100,200,1,0,0,1,0,0,0,1150,1,0,2,1
752,CF600,深圳广信,3,2010,0,1,125,0,1,402,2,16.4,108,1,2.6,76800,0,2,128,256,0,130,0,1,1,1,0,0,0,1000,0,0,1,0
753,SCH-S579,三星,1,2010,1,0,192,1,1,1240,0,13.7,55,1,0,6240,0,1,64,128,10,0,1,0,0,0,0,0,0,850,0,0,1,0
754,ZTE-J G660,中兴,1,2009,0,0,192,1,1,1594,0,17.88,112,1,2.8,76800,1,0,128,256,0,200,0,0,0,1,0,1,0,1100,0,0,2,1
755,GXQ C289,高新奇,2,2010,1,0,96,1,3,510,0,15,118,1,2.4,76800,1,1,128,64,32,200,0,1,0,1,0,1,0,1600,0,0,3,0
756,EF812,深圳广信,3,2010,4,0,192,0,3,615,0,15.5,120,1,3.2,384000,1,0,128,256,128,0,1,1,0,1,0,1,1,1080,1,0,3,0
757,TC212,深圳世纪天元,3,2010,2,0,96,0,1,398,1,15.3,106.6,1,2.4,76800,1,1,128,256,2048,130,1,1,0,1,0,1,0,1100,0,0,1,0
758,CF520,深圳广信,2,2010,0,1,56,0,1,425,0,14.6,80,1,2,20480,0,1,32,64,6,0,0,0,0,1,0,0,0,1000,0,0,1,0
759,U16,优思,3,2010,1,0,96,1,1,534,1,10.2,112.4,1,2.8,76800,1,0,256,512,100,200,1,0,0,0,0,1,0,1150,0,0,2,1
760,JC106,吉邦,2,2010,5,1,56,0,1,330,0,14.6,93,1,2.4,76800,0,1,64,128,55,130,0,0,0,1,0,0,0,1000,0,0,1,0
761,SJ10,大显,1,2010,0,0,192,1,1,1680,0,21.2,105,1,2.4,76800,0,1,128,256,128,0,0,0,0,0,0,0,0,1000,0,0,1,1
762,ZTE-C S105,中兴,1,2010,0,0,96,0,1,184,0,13.8,97,1,1.77,16384,0,1,64,128,0,30,0,1,0,0,0,0,0,1500,0,0,1,0
763,ZTE-C S182,中兴,1,2010,0,0,96,0,1,318,0,14,132,1,3.2,96000,1,0,8,32,20,30,0,1,0,1,0,1,0,1050,0,0,2,0
764,SENAP S8,申纳科技,3,2010,1,0,96,0,1,428,1,16.5,123,1,3.2,96000,1,0,64,128,43,200,1,1,0,1,0,1,0,1300,0,0,2,0
765,E11,特灵通,2,2010,2,1,125,1,1,440,0,14.2,90,1,2.4,76800,0,1,64,128,40,200,1,0,0,1,0,1,0,800,0,0,1,0
766,Capitel H100,首信,2,2010,3,0,192,1,1,1650,0,17.4,95,1,2.4,76800,1,1,64,128,1,30,0,1,0,0,0,1,0,1000,0,0,3,0
767,TONEWIN E60,深圳同威,3,2010,1,0,192,1,1,365,0,13.1,185,1,2.8,76800,1,1,64,128,15,30,1,1,0,1,0,1,0,4000,0,0,3,0
768,A9,易丰展业,2,2010,3,0,528,1,1,590,0,12.8,85,1,2.4,76800,1,0,512,256,0,0,0,0,0,1,0,0,0,900,0,0,2,0
769,C5720,华为,2,2010,1,0,192,1,1,399,0,10,107,1,2.8,76800,1,0,64,128,40,200,1,0,0,1,0,0,0,1000,0,0,3,0
770,酷派S180,宇龙,1,2010,1,1,125,0,1,399,0,13,125,1,5,460800,2,0,768,4096,768,800,1,1,0,1,0,1,1,1800,1,1,2,1
771,SM-Kingpad K530,森密,4,2010,0,0,192,1,1,336,0,12.9,124,1,3.5,153600,2,0,256,512,200,320,1,1,0,1,0,1,1,1400,1,1,2,1
772,EF706,深圳广信,3,2010,1,1,125,0,1,384,0,13.7,135,1,4,384000,2,0,512,512,4096,500,1,1,0,1,0,1,1,1500,1,1,3,1
773,KW730,LG,2,2010,4,0,192,1,3,1652,0,12.95,70,1,1.5,16384,0,1,2,8,3,0,0,0,0,0,0,0,0,1000,0,0,1,0
774,V880,德信琦基,1,2010,4,0,600,1,3,3580,0,14.5,70,1,2,38720,0,1,32,64,64,0,0,1,0,0,0,0,0,1000,0,0,1,0
775,Q7,优派环宇,2,2010,0,0,192,0,1,3500,0,25.2,80,1,1.5,38720,0,1,32,128,3,30,0,1,0,0,0,0,0,750,0,0,1,0
776,ZTE-J G880,中兴,1,2009,0,0,192,1,1,3480,0,36.2,158,1,3.2,96000,1,0,128,256,64,320,1,1,0,1,0,1,1,1320,1,0,3,1
777,coobe A100,比酷时代,4,2010,1,0,96,0,1,251,0,14.5,109.5,1,2.8,96000,0,1,256,128,50,320,1,0,0,1,0,1,0,900,0,1,1,0
778,S600,华立,2,2010,4,0,147,1,3,1388,0,14.5,63,1,1.5,16384,0,1,4,8,0.5,0,0,0,0,0,0,0,0,820,0,0,1,0
779,Philips-D812,中电器材,1,2010,3,0,192,1,3,2785,0,13.95,83.4,1,2.2,76800,0,1,32,128,10,30,0,0,0,0,0,0,0,1000,0,0,1,0
780,FLY-V8,展翼,1,2010,3,0,192,0,3,1580,0,12.9,120,1,2.4,76800,0,1,128,64,2.5,130,0,0,0,0,0,0,0,1450,0,0,1,0
781,Philips-D612,中电器材,1,2010,0,0,192,1,3,1645,0,14.7,120,1,2,76800,0,1,256,64,4,0,1,1,0,0,0,1,0,1150,0,0,1,0
782,Lenovo P518e,联想,1,2010,1,0,192,1,1,1080,0,13.5,156.3,1,3.56,153600,2,2,512,512,512,300,1,0,0,1,0,1,1,3000,1,1,2,1
783,Bird EG600,波导,1,2010,3,0,192,0,3,1283,0,16,100,1,2.4,76800,0,1,64,128,10,30,0,0,0,1,0,0,0,1000,0,0,1,0
784,HE-N100,和信,1,2010,3,0,528,1,1,680,0,13.9,89,1,2.2,38720,1,1,16,4,2,30,0,0,0,0,0,0,0,800,0,0,3,0
785,C688,EXUN,3,2010,0,0,96,1,3,998,1,15,90,1,1.4,19200,0,1,2,4,48,0,0,1,0,0,0,0,0,1050,0,0,1,0
786,ME811,摩托罗拉,1,2011,4,0,192,1,2,2980,0,9.9,145,1,2.8,76800,1,0,64,256,512,200,1,1,0,1,0,1,0,1530,0,0,2,1
787,E65V,易丰展业,2,2010,0,1,125,1,1,350,0,11.43,130,1,3.5,153600,2,2,256,512,150,200,1,0,0,1,0,0,1,1250,1,0,3,1
788,E717,湖南大成,4,2010,3,0,192,1,3,746,0,15,120,1,4.3,384000,2,0,512,512,512,800,1,1,0,1,0,1,1,1700,1,1,2,1
789,HE-F5,和信,2,2010,0,1,125,1,1,368,0,11.5,125,1,3.2,153600,1,0,256,512,50,30,1,0,0,1,0,0,0,1100,1,0,3,1
790,OKWAP i708,英华达,1,2010,1,0,192,1,1,411,0,12.8,115,1,2.4,76800,0,1,128,256,39,30,0,0,0,1,0,0,0,1000,0,0,1,0
791,ZTE-C R518,中兴,2,2010,1,0,192,0,1,428,0,14.45,94,1,2.2,38720,0,1,64,0,128,30,0,1,0,0,0,0,0,850,0,0,1,0
792,Skyworth EG89,创维,3,2010,1,0,192,1,3,774,0,12.9,100,1,2.4,76800,0,1,64,128,32,130,0,1,0,1,0,0,0,1000,0,0,1,0
793,E326,湖南大成,5,2010,3,0,192,1,1,605,0,13.5,130,1,3.2,96000,1,0,64,128,1024,200,1,1,0,1,0,1,0,1150,0,0,3,0
794,CB-V300,深圳新中桥,1,2010,2,0,192,1,1,599,2,13.3,109,1,2.4,38720,1,1,128,128,4,130,1,0,0,1,0,1,0,1300,0,0,3,0
795,F60,康佳,2,2011,3,0,192,0,3,1680,0,14.8,100,1,2.4,76800,0,1,32,64,30,130,0,0,0,1,0,0,0,1200,0,0,1,0
796,HS-E89,海信,1,2010,3,0,528,1,1,751,0,11.8,125,1,2.8,76800,1,0,32,128,250,30,0,1,0,1,0,1,0,1850,1,1,3,0
797,N500,华录,1,2011,0,0,192,0,3,574,0,12.5,135,1,3.5,153600,2,0,256,512,100,200,1,1,0,1,0,1,1,1300,1,0,1,1
798,TE560,深圳世纪天元,4,2010,2,0,192,1,1,458,0,10.6,100,1,2.8,76800,1,0,256,512,256,30,1,0,0,1,0,0,0,900,0,0,2,1
799,VD506,百灵葳朗,2,2010,0,1,56,0,3,688,0,19.43,72,1,1.5,16384,0,1,4,2,80,0,0,0,0,0,0,0,0,1050,0,0,1,0
800,UNC-E71,深圳友利通,2,2010,3,0,192,0,1,399,0,13,105,1,2.4,76800,0,1,128,256,0,30,0,1,0,1,0,1,0,800,0,0,1,0
801,OKWAP i730,英华达,1,2011,1,0,192,1,1,665,1,18,90,1,1.8,20480,0,1,32,32,0,0,0,1,0,0,0,0,0,950,0,0,1,0
802,Q3,优派环宇,2,2010,0,0,192,0,1,900,0,13,90,1,2.8,76800,1,1,256,512,50,30,1,0,0,1,0,0,1,1000,0,0,2,1
803,E3,纳伟仕,2,2011,0,1,125,1,1,480,0,12.4,105,1,1.8,8192,0,1,32,16,0,0,0,1,0,0,0,0,0,1000,0,0,1,0
804,U105,优思,1,2011,0,0,192,1,3,860,0,15,90,1,1.5,8192,0,1,64,128,0,0,1,1,0,0,0,0,0,1000,0,0,1,0
805,Skyworth SE69,创维,2,2010,3,0,192,1,1,601,0,13.6,120,1,2.8,76800,1,0,64,256,5,200,0,0,0,1,0,1,0,1100,0,0,3,0
806,TE520,深圳世纪天元,3,2011,1,0,192,1,1,980,0,13,67,1,1.4,20480,0,1,4,4,20,130,0,1,0,1,0,0,0,860,0,0,1,0
807,FLY-E5,展翼,2,2010,3,0,192,0,1,454,0,13.5,110,1,3.2,96000,1,0,128,256,120,0,1,1,0,0,0,1,0,1000,0,0,2,1
808,EG1000C,杭州东信百丰,1,2011,0,1,56,1,1,1688,0,23,175.71,1,2,38720,0,1,64,128,50,200,1,1,0,1,0,1,0,1800,0,0,1,0
809,E51C,易丰展业,3,2011,0,0,96,1,1,390,0,13.1,110,1,2.4,76800,0,1,4,32,0,30,0,0,0,0,0,0,0,1200,0,0,1,0
810,CV737,广州金鹏,2,2011,1,0,192,1,3,1280,0,13.5,95,1,2.2,38720,0,1,8,32,0,30,0,0,0,1,0,0,0,1000,0,0,1,0
811,E998,华立,2,2011,1,0,192,1,1,1288,1,10.6,90,1,2.2,38720,1,1,128,32,0,30,0,1,0,0,0,0,0,1000,0,0,3,0
812,HE-D530,海尔,3,2011,0,1,125,1,1,389,0,11.8,128,1,2,76800,0,1,64,128,40,200,0,1,0,1,0,1,0,1500,0,0,1,0
813,SENAP N9,申纳科技,2,2010,4,0,96,0,3,607,1,17.5,100,1,2.4,76800,0,1,8,32,128,30,0,1,0,1,0,0,0,1000,0,0,1,0
814,VD600,百灵葳朗,2,2011,1,1,125,1,3,872,0,13.7,180,1,2.8,76800,1,0,64,256,32,130,1,0,0,1,0,1,0,1100,0,0,2,1
815,Bird E329,波导,3,2011,2,0,192,0,1,369,0,12,95,1,2.2,38720,0,1,64,128,2,30,0,0,0,1,0,0,0,900,0,0,1,0
816,ZTE-C N600+,中兴,1,2010,2,0,600,1,1,738,0,14.5,126,2,2.8,76800,1,0,32,64,64,30,0,1,0,0,0,0,0,1100,0,0,1,0
817,GXQ C568,高新奇,2,2011,2,0,96,1,3,1180,1,17.85,88,1,2.2,76800,0,1,128,256,0,130,0,1,1,1,0,0,0,1200,0,0,1,0
818,HC-Q1,和信,1,2011,0,0,96,1,1,369,0,13.9,85,1,2.4,76800,0,1,256,512,30,30,0,0,0,1,0,0,0,1000,0,0,1,0
819,FLY-V6,展翼,3,2011,3,0,192,0,1,616,0,13.6,111.2,1,3,96000,1,0,1024,4096,256,320,1,1,0,1,0,1,0,1500,1,0,2,1
820,FLY-E6,展翼,2,2011,1,0,192,0,1,424,0,13.5,85,1,2.4,76800,1,1,64,256,0,200,0,1,0,0,0,0,0,1800,0,0,3,0
821,CB-EG198,比酷时代,1,2009,3,0,192,1,4,1680,0,15.8,129,1,2.8,76800,1,1,8,32,0,200,0,0,0,0,0,1,0,1300,0,0,3,0
822,TE570,深圳世纪天元,3,2011,1,0,192,0,1,980,0,12.8,106.71,1,2.4,76800,1,1,32,128,160,30,0,0,0,0,0,0,0,1800,0,0,3,0
823,KS968,深圳科盛,6,2010,1,0,192,1,3,1580,1,16,102,2,2.8,96000,0,1,64,128,10,200,1,1,0,1,0,1,0,900,0,0,1,0
824,GXQ E998,高新奇,3,2011,2,0,192,1,1,1280,1,15.35,126,1,2.8,96000,1,0,256,512,14,30,0,1,0,0,0,0,0,950,0,0,3,0
825,ALFA D81,ALFA,2,2010,1,0,96,1,3,1580,0,10.5,100,1,2.4,76800,0,1,512,1024,32,130,0,0,0,1,0,0,0,800,0,0,1,0
826,FDT C865,深圳锋达通,3,2011,0,0,96,1,3,487,0,14,111,1,2.4,76800,0,1,64,128,30,200,0,1,0,1,0,1,0,830,1,0,1,0
827,Bird E668,波导,3,2011,1,0,192,0,1,858,1,14.8,80,1,2.4,76800,1,1,8,16,2,130,0,0,0,0,0,0,0,1050,0,0,3,0
828,Bird E700,波导,3,2011,1,0,192,1,1,379,0,13.4,83,1,2.4,172800,0,1,64,256,10,0,0,1,0,0,0,0,0,1500,0,0,1,0
829,酷派 D530,宇龙,1,2011,2,1,125,1,1,828,0,12.9,100,1,2.4,76800,0,2,64,256,30,30,0,0,0,1,0,0,0,1100,0,0,1,0
830,LC101,华立时代,2,2011,5,1,56,1,1,282,0,15,95,1,2.2,76800,0,1,64,128,250,30,0,0,0,0,0,0,0,1200,0,0,1,0
831,KS518E,深圳科盛,3,2011,0,0,192,1,1,490,0,13,112.4,1,2.2,76800,0,1,512,512,46,30,0,1,0,1,0,0,0,850,0,0,1,0
832,TE530,深圳世纪天元,2,2011,1,0,192,0,1,499,2,15.5,63,1,1.5,20480,0,1,64,32,32,0,0,1,0,0,0,0,0,800,0,0,1,0
833,coobe A520,比酷时代,5,2011,1,0,96,1,1,348,0,12.6,70,1,1.5,16384,0,1,32,64,0,30,0,1,0,0,0,0,0,1050,0,0,1,0
834,HCG-D21,和信,1,2011,0,0,96,1,3,558,0,14.2,104.5,1,2.8,76800,1,0,128,256,50,200,1,0,0,1,0,1,0,1100,0,0,2,0
835,EG588,首亿,3,2011,2,0,192,1,3,1800,0,12.6,120,1,2.4,76800,0,1,64,128,26,200,1,1,0,1,0,0,0,1850,0,0,1,0
